Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
8/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 10, ROCHA, SIN DATOS, 1, 759690, 6163715 
8/1/2021, CAMINO DE LOS HORNEROS, DESPISTE, LEVE, VIERNES, 7, CANELONES, VILLA EL TATO, 1, 593965, 6151175 
8/1/2021, AVENIDA JOAQUIN DE VIANA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 14, MALDONADO, MALDONADO, 1, 686075, 6135740 
8/1/2021, SAN CARLOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, MALDONADO, MALDONADO, 1, 686890, 6135425 
8/1/2021, DE LOS HORNEROS ESQUINA SAN CARLOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 14, MALDONADO, PLAYA VERDE, 1, 654115, 6145320 
8/1/2021, COSTA RICA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 14, PAYSANDU, NUEVO PAYSANDU, 1, 399030, 6427545 
8/1/2021, FELIX VASALLO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 15, CANELONES, BARROS BLANCOS, 1, 591655, 6154450 
8/1/2021, RAMBLA CLAUDIO WILLIMAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, MALDONADO, PUNTA DEL ESTE, 1, 688105, 6130430 
8/1/2021, AVENIDA CUARO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 16, RIVERA, RIVERA, 1, 637805, 6581080 
8/1/2021, BVAR. FRANCISCO MATA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 16, CERRO LARGO, MELO, 1, 766835, 6415215 
8/1/2021, CAMINO PASO CAMPAMENTO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, ARTIGAS, ARTIGAS, 1, 550355, 6635055 
8/1/2021, VIA_PUBLICA, ATROPELLO DE ANIMALES, SIN LESIONADOS, VIERNES, 20, MALDONADO, MALDONADO, 1, 686505, 6135120 
8/1/2021, E. MARTINEZ MONEGAL, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 22, CANELONES, CANELONES, 1, 566495, 6179590 
8/1/2021, COLONIA Y EDUARDO PEREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 23, CANELONES, EL PINAR, 1, 597060, 6149535 
9/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 1, SAN JOSE, DELTA DEL TIGRE Y VILLAS, 1, 552980, 6153805 
8/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 21, CANELONES, SIN DATOS, 1, 596695, 6178510 
9/1/2021, HECTOR GUTIERREZ RUIZ, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, SÁBADO, 0, TACUAREMBO, BALNEARIO IPORA, 1, 598500, 6496025 
9/1/2021, F. OLIVEREZ, CAÍDA, SIN LESIONADOS, SÁBADO, 1, TREINTA Y TRES, EJIDO DE TREINTA Y TRES, 1, 742995, 6321000 
9/1/2021, PUEBLO DE DIOS, CAÍDA, LEVE, SÁBADO, 0, DURAZNO, SIN DATOS, 1, 631375, 6312200 
9/1/2021, AMARO F. RAMOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 8, ARTIGAS, ARTIGAS, 1, 551820, 6636740 
9/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 9, CERRO LARGO, SIN DATOS, 1, 774790, 6413195 
9/1/2021, BUENOS AIRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 9, COLONIA, CARMELO, 1, 381325, 6237820 
9/1/2021, SIN DATOS, DESPISTE, LEVE, SÁBADO, 8, ARTIGAS, SIN DATOS, 1, 452985, 6628975 
9/1/2021, SIN DATOS, DESPISTE, LEVE, SÁBADO, 11, TACUAREMBO, SIN DATOS, 1, 682185, 6443085 
9/1/2021, OCHO DE OCTUBRE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 11, SALTO, SALTO, 1, 408815, 6527450 
9/1/2021, SIN DATOS, DESPISTE, LEVE, SÁBADO, 11, SAN JOSE, SIN DATOS, 1, 490250, 6237930 
9/1/2021, TREINTA Y TRES, DESPISTE, LEVE, SÁBADO, 13, FLORIDA, FLORIDA, 1, 571530, 6226090 
9/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 14, CANELONES, SIN DATOS, 1, 612675, 6154590 
9/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 12, CANELONES, SIN DATOS, 1, 584660, 6188275 
9/1/2021, ALBERTO CARACARA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 15, MALDONADO, MALDONADO, 1, 688290, 6136355 
9/1/2021, DOCTORA MATILDE ALBISU, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 14, SALTO, SALTO, 1, 409775, 6524840 
9/1/2021, VIA_PUBLICA, CAÍDA, LEVE, SÁBADO, 18, MALDONADO, SIN DATOS, 1, 699965, 6175095 
9/1/2021, MAESTRA MARIA E. CASTRILLON, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 18, TACUAREMBO, TACUAREMBO, 1, 597140, 6491610 
9/1/2021, CAMINO A LA TABLADA, DESPISTE, LEVE, SÁBADO, 19, SORIANO, CHACRAS DE DOLORES, 1, 389450, 6289480 
9/1/2021, ACUARIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 20, ROCHA, SIN DATOS, 1, 759875, 6161020 
9/1/2021, RUTA 26 KM 375, CAÍDA, LEVE, SÁBADO, 20, CERRO LARGO, SIN DATOS, 1, 721565, 6419965 
9/1/2021, MANUEL RODRIGUEZ CORREA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 20, TACUAREMBO, TACUAREMBO, 1, 595515, 6490045 
9/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 21, CANELONES, ATLANTIDA, 1, 613655, 6152255 
10/1/2021, CALLE 13, CAÍDA, SIN LESIONADOS, DOMINGO, 0, COLONIA, ARTILLEROS, 1, 446850, 6190620 
10/1/2021, TREINTA Y TRES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 1, SORIANO, MERCEDES, 1, 404495, 6319295 
10/1/2021, MONTEVIDEO, DESPISTE, GRAVE, DOMINGO, 1, RIO NEGRO, YOUNG, 1, 440405, 6381885 
10/1/2021, CAMINO CORTADA RUTA 9, DESPISTE, GRAVE, DOMINGO, 0, LAVALLEJA, SIN DATOS, 1, 641675, 6169840 
10/1/2021, J. NOGUEIRA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 2, DURAZNO, DURAZNO, 1, 543765, 6306390 
10/1/2021, AVENIDA FRANKLIN DELANO ROOSEVELT, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 2, MALDONADO, PUNTA DEL ESTE, 1, 688070, 6132435 
10/1/2021, DOUGLAS, ATROPELLO DE PEATÓN, LEVE, DOMINGO, 4, CANELONES, VILLA AEROPARQUE, 1, 591580, 6150120 
10/1/2021, SIN DATOS, ATROPELLO DE ANIMALES, GRAVE, DOMINGO, 5, ARTIGAS, SIN DATOS, 1, 443135, 6641860 
9/1/2021, SIN DATOS, DESPISTE, SIN LESIONADOS, SÁBADO, 19, SALTO, SIN DATOS, 1, 433665, 6569520 
10/1/2021, CAMINO VECINAL A RUTA 2 RUEDO ARTURO COBA 1° DE MAYO, DESPISTE, SIN LESIONADOS, DOMINGO, 8, SORIANO, SIN DATOS, 1, 426170, 6291715 
10/1/2021, CAMINO LOS ESPINILLOS, DESPISTE, LEVE, DOMINGO, 9, TACUAREMBO, SIN DATOS, 1, 598135, 6497015 
10/1/2021, RUTA 6 KM 75, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 11, CANELONES, SIN DATOS, 1, 595555, 6201695 
10/1/2021, RUTA TRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 12, SAN JOSE, SAN JOSE DE MAYO, 1, 524640, 6200680 
10/1/2021, CLAUDIO WILLIMAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 12, MALDONADO, PINARES - LAS DELICIAS, 1, 685300, 6134025 
10/1/2021, SIN DATOS, DESPISTE, LEVE, DOMINGO, 13, CANELONES, SANTA LUCIA, 1, 557505, 6189920 
10/1/2021, SIN DATOS, CAÍDA, LEVE, DOMINGO, 15, PAYSANDU, CHACRAS DE PAYSANDU, 1, 401285, 6419605 
10/1/2021, AVENIDA LUIS BATTLE BERRES, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 11, CANELONES, LAGOMAR, 1, 593080, 6145335 
10/1/2021, AV. WILSON FERREIRA ALDUNATE, DESPISTE, SIN LESIONADOS, DOMINGO, 15, PAYSANDU, PAYSANDU, 1, 399350, 6424805 
10/1/2021, SIN DATOS, CAÍDA, LEVE, DOMINGO, 14, CANELONES, COLONIA NICOLICH, 1, 587690, 6147585 
10/1/2021, RUTA DIEZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 16, MALDONADO, PUNTA BALLENA, 1, 679090, 6137855 
10/1/2021, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 19, LAVALLEJA, JOSE BATLLE Y ORDOÑEZ, 1, 672255, 6294675 
10/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 17, FLORES, SIN DATOS, 1, 496525, 6306985 
10/1/2021, SIN DATOS, DESPISTE, GRAVE, DOMINGO, 18, CANELONES, SIN DATOS, 1, 622295, 6186990 
10/1/2021, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, DOMINGO, 20, LAVALLEJA, SIN DATOS, 1, 706365, 6254710 
10/1/2021, SIN DATOS, DESPISTE, GRAVE, DOMINGO, 18, SALTO, SIN DATOS, 1, 433685, 6580460 
10/1/2021, GENERAL APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 21, CERRO LARGO, MELO, 1, 766340, 6414605 
10/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 21, CANELONES, SIN DATOS, 1, 627260, 6153380 
10/1/2021, RUTA 3 KM 283.000, COLISIÓN ENTRE VEHÍCULOS, FATAL, DOMINGO, 23, RIO NEGRO, SIN DATOS, 1, 457740, 6361530 
10/1/2021, INSTRUCCIONES, CAÍDA, LEVE, DOMINGO, 0, RIO NEGRO, FRAY BENTOS, 1, 377810, 6334390 
11/1/2021, PEDRO FIGARI, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 0, COLONIA, COLONIA DEL SACRAMENTO, 1, 422400, 6187175 
10/1/2021, DOCTOR POUEY, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 22, CANELONES, SIN DATOS, 1, 571065, 6156145 
7/1/2021, MACIEL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 12, SALTO, SALTO, 1, 409315, 6528495 
11/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 7, RIO NEGRO, SIN DATOS, 1, 389245, 6329320 
11/1/2021, SIN DATOS, DESPISTE, GRAVE, LUNES, 8, COLONIA, SIN DATOS, 1, 481020, 6199755 
11/1/2021, SIN DATOS, DESPISTE, LEVE, LUNES, 8, RIO NEGRO, SAN JAVIER, 1, 394070, 6384780 
11/1/2021, CORONEL LUCAS PIRIZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 9, PAYSANDU, PAYSANDU, 1, 398740, 6424635 
11/1/2021, SIN DATOS, DESPISTE, SIN LESIONADOS, LUNES, 8, RIO NEGRO, SIN DATOS, 1, 446655, 6374020 
11/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 13, SAN JOSE, ECILDA PAULLIER, 1, 495055, 6197365 
11/1/2021, NACIONES UNIDAS, DESPISTE, SIN LESIONADOS, LUNES, 11, PAYSANDU, PAYSANDU, 1, 398980, 6422000 
11/1/2021, BOULEVARD GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 11, MALDONADO, PUNTA DEL ESTE, 1, 687210, 6128885 
11/1/2021, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 12, COLONIA, CARMELO, 1, 381455, 6237380 
11/1/2021, SIN DATOS, DESPISTE, SIN LESIONADOS, LUNES, 11, FLORIDA, SIN DATOS, 1, 626590, 6241335 
11/1/2021, CARLOS REYLES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 11, MALDONADO, SAN CARLOS, 1, 690400, 6147860 
11/1/2021, AVENIDA FRANKLIN DELANO ROOSEVELT, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 14, MALDONADO, PUNTA DEL ESTE, 1, 688720, 6131660 
11/1/2021, LORENZO BATLLE PACHECO, DESPISTE, LEVE, LUNES, 15, MALDONADO, SAN RAFAEL - EL PLACER, 1, 694600, 6134235 
11/1/2021, CAMINO LA TABLA-RISSO, DESPISTE, SIN LESIONADOS, LUNES, 16, SORIANO, SIN DATOS, 1, 451430, 6302480 
11/1/2021, SARANDI, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, SAN JOSE, SAN JOSE DE MAYO, 1, 526540, 6200025 
11/1/2021, AVENIDA ZORRILLA DE SAN MARTIN||CANELONES||PINAMAR||PINEPARK, ATROPELLO DE PEATÓN, LEVE, LUNES, 16, CANELONES, PINAMAR - PINEPARK, 1, 604640, 6150985 
11/1/2021, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 19, COLONIA, COLONIA DEL SACRAMENTO, 1, 422230, 6185345 
11/1/2021, SIN DATOS, DESPISTE, LEVE, LUNES, 15, CANELONES, SIN DATOS, 1, 576350, 6173760 
11/1/2021, AVENIDA ESPAÑA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 18, PAYSANDU, PAYSANDU, 1, 399050, 6423755 
11/1/2021, COSTANERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 19, COLONIA, COLONIA DEL SACRAMENTO, 1, 422075, 6187405 
11/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 16, CANELONES, AEROPUERTO INTERNACIONAL DE CARRASCO, 1, 589475, 6143735 
10/1/2021, BILBAO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 11, SALTO, SALTO, 1, 409420, 6527140 
11/1/2021, AVENIDA APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 19, MALDONADO, SAN RAFAEL - EL PLACER, 1, 689875, 6134415 
11/1/2021, CALLE 26, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 20, CERRO LARGO, MELO, 1, 767575, 6414120 
11/1/2021, GENERAL DE LA LLANA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 21, LAVALLEJA, MINAS, 1, 662095, 6194170 
11/1/2021, RAMBLA GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 23, MALDONADO, PUNTA DEL ESTE, 1, 687330, 6128905 
11/1/2021, SANDINO Y LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 22, CANELONES, COLONIA NICOLICH, 1, 591415, 6146375 
12/1/2021, SIN DATOS, ATROPELLO DE PEATÓN, LEVE, MARTES, 5, RIO NEGRO, FRAY BENTOS, 1, 379870, 6332415 
12/1/2021, ALEJANDRO GALLINAL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 10, FLORIDA, FLORIDA, 1, 572430, 6226445 
12/1/2021, AVENIDA ESPAÑA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 8, PAYSANDU, PAYSANDU, 1, 398950, 6423770 
12/1/2021, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 11, LAVALLEJA, MINAS, 1, 661635, 6195295 
12/1/2021, LEANDRO GOMEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 11, MALDONADO, PINARES - LAS DELICIAS, 1, 683970, 6136265 
12/1/2021, MONTEVIDEO, CAÍDA, LEVE, MARTES, 10, PAYSANDU, PAYSANDU, 1, 397845, 6423805 
11/1/2021, PASAJE, CAÍDA, LEVE, LUNES, 7, MALDONADO, PINARES - LAS DELICIAS, 1, 686325, 6134625 
12/1/2021, SIN DATOS, CAÍDA, LEVE, MARTES, 13, TACUAREMBO, SIN DATOS, 1, 595440, 6485115 
12/1/2021, SIN NOMBRE, CAÍDA, SIN LESIONADOS, MARTES, 11, MALDONADO, PUNTA DEL ESTE, 1, 689370, 6131930 
12/1/2021, RUTA 14 A 25 KM DE LASCANO, DESPISTE, LEVE, MARTES, 15, ROCHA, SIN DATOS, 1, 770825, 6258735 
12/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 15, TACUAREMBO, SIN DATOS, 1, 574790, 6432815 
12/1/2021, CARLOS LARRIERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, SAN JOSE, SAN JOSE DE MAYO, 1, 527230, 6199585 
12/1/2021, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 18, CANELONES, SAUCE, 1, 586205, 6165560 
12/1/2021, AV. ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 17, MALDONADO, PUNTA DEL ESTE, 1, 688860, 6131340 
