Fecha y hora,Departamento,Localidad,Jurisdiccion ,Tipo de Siniestro,Vehiculo,Rol,Edad,Sexo,Fallecido a los Dias,Otro vehiculo,Lugar del Siniestro,X,Y
1/1/2013 23:15,CANELONES,N/C,NACIONAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,34,F,0,,RUTA 101 km 24,58.981.534.291.403,614.386.276.322.876
1/1/2013 23:35,SALTO,SALTO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,52,F,0,MOTO,MAGALLANES prox. Barrio Chinchurreta,41.157.976.676.737,652.687.277.455.295
3/1/2013 23:35,PAYSANDU,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,34,M,8,CAMION,RUTA 3 km. 358,41.232.154.385.851,640.706.758.434.832
4/1/2013 7:10,COLONIA,N/C,NACIONAL,DESPISTE,AUTO,CONDUCTOR,49,F,1,,RUTA 21 esq. Dr Irastorza,37.942.436.717.454,624.035.626.163.798
4/1/2013 11:00,CANELONES,PROGRESO,DEPARTAMENTAL,DESPISTE,AUTO,CONDUCTOR,91,M,0,,CESAR MAYO GUTIERREZ senda CAMINO PELUFFO,57.067.510.160.454,616.447.953.464.639
5/1/2013 0:20,RIVERA,N/C,DEPARTAMENTAL,DESPISTE,CAMIONETA,CONDUCTOR,56,M,0,,CAMINO VECINAL PASO DEL CERRO,6.106.968.504.182,654.515.343.507.871
6/1/2013 14:10,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,63,M,1,MOTO,AVENIDA LEZICA esq. GUANAHANY,56.879.016.317.914,614.928.746.651.693
6/1/2013 15:30,RIVERA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,45,M,0,MOTO,RUTA 27 km 113,71.752.258.490.301,648.353.846.809.877
6/1/2013 18:21,FLORIDA,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,34,F,1,,RUTA 7 km. 145,63.664.174.030.974,62.530.509.922.931
6/1/2013 20:50,MALDONADO,AIGUA,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,20,M,1,,CONT. AGUSTONI ROSSI,70.641.006.273.448,62.133.480.410.274
8/1/2013 19:26,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,25,M,0,AUTO,AVENIDA JOSE BELLONI esq. MONTE CARLO,57.891.505.070.232,614.415.248.088.747
8/1/2013 20:10,MALDONADO,LA BARRA,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,19,M,0,,CERRO EGUZQUIZA,,
9/1/2013 5:45,ROCHA,N/C,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,50,M,0,,RUTA 14 km. 490,81.986.477.552.791,624.130.941.742.372
9/1/2013 15:05,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,44,M,0,AUTO,CAMINO ARIEL esq. BELL,57.197.316.990.338,614.487.563.252.889
9/1/2013 22:30,CERRO LARGO,MELO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,20,M,1,CAMIONETA,JOSE ENRIQUE RODO esq. TREINTA Y TRES,76.665.527.288.589,641.535.484.947.676
9/1/2013 22:55,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,40,M,0,AUTO,AVENIDA DON PEDRO DE MENDOZA esq. CAMINO CARLOS LINNEO,57.627.810.078.595,615.020.038.446.695
10/1/2013 2:10,CANELONES,N/C,NACIONAL,DESPISTE,AUTO,CONDUCTOR,54,M,4,,RUTA 5 km 52,56.626.113.167.206,618.577.745.022.466
10/1/2013 21:10,PAYSANDU,PAYSANDU,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,18,M,1,MOTO,DOCTOR FLORENTINO FELIPPONE esq. ANDRESITO,39.914.950.101.738,64.254.636.549.967
11/1/2013 14:00,MALDONADO,N/C,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,22,M,1,,RUTA 9 km. 157,,
13/01/2013 22:30,ROCHA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,58,M,0,AUTO,RUTA 9 km. 263,,
14/01/2013 01:10,SALTO,N/C,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,29,F,0,CAMION,CAMINO DEPARTAMENTAL a RIVERA Y RUTA 31 KM 13,42.378.528.492.841,652.782.319.208.489
14/01/2013 02:50,CANELONES,N/C,NACIONAL,DESPISTE,AUTO,CONDUCTOR,28,M,0,,RUTA 11 km. 165,61.273.938.021.434,615.373.500.179.249
15/01/2013 16:40,MALDONADO,N/C,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,19,F,0,CAMIONETA,RUTA 93 km. 110,67.053.266.916.649,614.025.709.459.831
16/01/2013 14:30,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,20,M,1,AUTO,COLORADO esq. QUIJOTE,57.626.931.186.149,614.016.117.898.502
17/01/2013 08:00,CERRO LARGO,ISIDORO NOBLIA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,22,M,0,MOTO,BOLIVIA casi Batalla de las Piedras Barrio Berbat Rivero,771.380.746.786,646.012.835.252.854
18/01/2013 14:00,CANELONES,HIPODROMO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,36,M,1,CAMION,RUTA 75 esq. PELUFFO,59.474.152.361.033,615.909.606.577.875
18/01/2013 17:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,61,M,1,CAMIONETA,AVENIDA JOSE PEDRO VARELA esq. CAMINO CORRALES,57.827.677.666.958,614.230.560.342.469
19/01/2013 23:20,FLORIDA,FLORIDA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,16,F,1,CAMIONETA,AVENIDA ARTIGAS esq. A. SIERRA,57.131.458.144.167,622.661.406.321.196
20/01/2013 02:00,CANELONES,ARAMINDA,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,45,M,0,AUTO,RUTA INTERBALNEARIA km. 66,63.197.578.690.538,615.048.041.878.583
20/01/2013 19:40,RIVERA,RIVERA,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,82,M,0,MOTO,AV. LIBANO  esq. TABARE,64.079.306.787.045,658.031.847.418.157
21/01/2013 17:20,TACUAREMBO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,14,M,0,CAMIONETA,RUTA 26 km. 348,68.845.143.452.466,643.637.639.460.796
21/01/2013 18:40,DURAZNO,SANTA BERNARDINA,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,58,M,0,CAMION,RUTA 5 km. 185,,
22/01/2013 04:18,MALDONADO,MALDONADO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,18,M,10,AUTO,AVENIDA JUAN ANTONIO LAVALLEJA esq. ROMAN GUERRA,68.669.131.786.405,613.592.735.728.255
23/01/2013 22:28,TACUAREMBO,N/C,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,46,M,0,CAMIONETA,RUTA 5 km. 377,,
24/01/2013 10:26,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,25,M,1,CAMION,JOSE LLUPES esq. VITORIA,57.056.378.409.223,614.314.864.876.038
28/01/2013 03:40,COLONIA,JUAN LACAZE,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,17,M,1,,25 DE AGOSTO esq. LOACES,45.952.870.406.163,618.923.391.054.149
28/01/2013 07:00,FLORIDA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,55,M,0,CAMION,RUTA 5 km. 99,57.121.818.823.997,62.288.699.421.293
30/01/2013 20:00,ROCHA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,65,M,0,OMNIBUS,RUTA 15 km. 175,75.375.737.335.294,617.661.241.939.247
30/01/2013 21:15,CANELONES,LAS PIEDRAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,24,M,0,MOTO,AMERICO VESPUCIO esq. AGRACIADA,57.178.533.854.588,616.034.738.806.103
30/01/2013 22:45,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,34,M,0,,AVENIDA GENERAL RIVERA esq. AVENIDA BOLIVIA,58.468.096.410.012,61.386.883.227.791
31/01/2013 11:55,CANELONES,PARQUE DEL PLATA,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,24,M,14,CAMION,RUTA INTERBALNEARIA esq. CALLE A,61.651.043.300.422,615.331.367.148.553
31/01/2013 16:10,PAYSANDU,PAYSANDU,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,14,M,1,CAMIONETA,GRITO DE ASENCIO esq. WASHINGTON,39.981.267.921.885,642.405.448.192.805
31/01/2013 19:30,SAN JOSE,CIUDAD DEL PLATA,NACIONAL,COLISION CON OBSTACULO EN CALZADA,AUTO,CONDUCTOR,40,M,1,,RUTA 1 km. 32,,
2/2/2013 5:30,TACUAREMBO,PASO DE LOS TOROS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,18,M,0,CAMION,DIECIOCHO DE JULIO esq. PAYSANDU,54.620.823.810.764,636.932.527.951.462
2/2/2013 17:50,SAN JOSE,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,48,M,0,CAMIONETA,RUTA 11 km. 52,,
4/2/2013 1:30,MONTEVIDEO,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,1,M,2,CAMIONETA,RUTA 5 esq. CAMINO ALTUNA,56.670.504.071.091,615.176.398.199.666
4/2/2013 7:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,23,M,0,OMNIBUS,AVENIDA DON PEDRO DE MENDOZA esq. CAMINO LOS VINEDOS,57.637.640.111.664,615.367.077.971.377
4/2/2013 7:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,49,F,0,OMNIBUS,AVENIDA DON PEDRO DE MENDOZA esq. CAMINO LOS VINEDOS,57.637.640.111.664,615.367.077.971.377
4/2/2013 9:20,RIVERA,RIVERA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,21,F,1,AUTO,DOCTOR ANOLLES esq. GENERAL JUAN ANTONIO LAVALLEJA,6.395.301.951.587,657.997.929.615.703
5/2/2013 0:10,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,18,M,0,CAMIONETA,CAMINO MALDONADO esq. AVENIDA DOCTOR JIMENEZ DE ARECHAGA,58.001.897.817.493,61.440.574.448.245
5/2/2013 0:40,CANELONES,N/C,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,24,F,0,AUTO,RUTA INTERBALNEARIA km. 52,61.925.931.337.646,615.394.793.000.992
6/2/2013 0:10,PAYSANDU,NUEVO PAYSANDU,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,29,F,1,MOTO,VENEZUELA esq. DOCTOR ROLDAN,39.865.503.426.538,642.804.963.978.829
6/2/2013 20:00,ROCHA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,,M,0,AUTO,RUTA 15 km. 193,7.511.313.486,62.298.022.994
7/2/2013 12:20,CERRO LARGO,MELO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,82,F,0,OMNIBUS,DOROTEO NAVARRETE esq. DOCTOR LUIS ALBERTO DE HERRERA,76.670.266.127.742,641.503.513.739.083
7/2/2013 14:00,MONTEVIDEO,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,59,M,0,CAMION,RUTA 5 esq. RUTA 102,56.730.637.732.736,614.889.490.342.168
7/2/2013 19:08,TACUAREMBO,TACUAREMBO,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,59,M,0,CAMION,RUTA 26 esq. APOLO XI,59.571.097.440.508,648.816.597.354.323
8/2/2013 6:00,CANELONES,N/C,NACIONAL,CAIDA,MOTO,PASAJERO,23,F,1,,RUTA 7 km. 45,5.989.665.241.948,617.047.076.254.009
8/2/2013 23:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,20,M,0,AUTO,BULEVAR BATLLE Y ORDONEZ esq. TERMOPILAS,57.560.923.837.086,614.214.114.017.699
10/2/2013 6:30,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,DESPISTE,AUTO,PASAJERO,24,F,0,,AVENIDA LUIS BATLLE BERRES esq. CAMINO PASO DE LA ARENA,56.722.555.512.257,61.446.591.138.511
10/2/2013 16:00,FLORIDA,N/C,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,49,M,1,,RUTA 14 a aprox. 6 Kms 800 mts. de interseccion con RUTA 6,62.862.769.555.012,629.877.347.148.545
11/2/2013 7:30,MALDONADO,MALDONADO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,22,M,0,CAMIONETA,AVENIDA APARICIO SARAVIA esq. SAN PABLO,69.079.352.936.156,613.426.921.642.917
11/2/2013 7:30,MALDONADO,MALDONADO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,CAMIONETA,PASAJERO,26,M,0,AUTO,AVENIDA APARICIO SARAVIA esq. SAN PABLO,69.079.352.936.156,613.426.921.642.917
11/2/2013 7:30,MALDONADO,MALDONADO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,27,M,0,CAMIONETA,AVENIDA APARICIO SARAVIA esq. SAN PABLO,69.079.352.936.156,613.426.921.642.917
11/2/2013 8:50,CANELONES,N/C,NACIONAL,CAIDA,BICICLETA,CONDUCTOR,72,M,0,,RUTA 107 km. 3,,
11/2/2013 16:05,CANELONES,LA PAZ,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,17,M,1,OMNIBUS,JOSE BATLLE Y ORDONEZ esq. PEDRO ROSA GIFFUNI,57.085.598.591.384,61.529.862.009.466
11/2/2013 17:15,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,22,M,0,AUTO,AVENIDA LUIS BATLLE BERRES esq. TURUBI,56.897.455.773.966,614.347.757.525.578
13/02/2013 03:40,CERRO LARGO,RIO BRANCO,DEPARTAMENTAL,DESPISTE,MOTO,CONDUCTOR,39,M,1,,AVENIDA CENTENARIO esq. PEREZ VILA,83.931.582.848.949,638.807.075.736.558
14/02/2013 14:15,FLORIDA,N/C,NACIONAL,COLISION CON OBSTACULO EN CALZADA,AUTO,CONDUCTOR,83,M,0,,RUTA 5 km. 158,55.917.160.124.642,628.378.289.687.055
14/02/2013 14:15,FLORIDA,N/C,NACIONAL,COLISION CON OBSTACULO EN CALZADA,AUTO,PASAJERO,78,F,0,,RUTA 5 km. 158,55.917.160.124.642,628.378.289.687.055
16/02/2013 03:00,SALTO,SALTO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,27,M,0,CAMIONETA,BRASIL esq. OSIMANI Y LERENA,40.849.498.351.447,652.701.882.484.505
16/02/2013 06:35,COLONIA,CARMELO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,18,M,1,,GENERAL JOSE DE SAN MARTIN esq. URUGUAY,38.122.651.726.927,62.367.030.931.978
16/02/2013 09:55,CANELONES,LAS PIEDRAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,,M,1,MOTO,CAMINO AMERICA esq. RINCON,5.728.278.677.136,615.657.880.055.785
16/02/2013 21:50,SALTO,SAN ANTONIO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,43,M,1,MOTO,CAMINO DEPARTAMENTAL A RIVERA frente a SAN PEDRO,42.902.457.457.365,653.202.399.006.982
17/02/2013 05:10,CANELONES,N/C,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,16,M,0,AUTO,RUTA 12 km. 79,438.399.491,62.443.804.217
18/02/2013 04:45,COLONIA,CARMELO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,24,M,1,,JOSE ENRIQUE RODO esq. AVENIDA DE LOS ARGENTINOS,3.811.839.953.624,623.629.027.302.778
18/02/2013 21:40,MALDONADO,AIGUA,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,,M,1,CAMION,RUTA 13 km. 185,7.044.510.942,62.140.360.798
19/02/2013 02:45,PAYSANDU,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,22,M,1,,RUTA 26 km. 171,54.266.610.208.075,647.305.189.417.983
20/02/2013 18:00,ROCHA,N/C,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,68,M,0,,RUTA 15 km. 96,7.473.667.493,62.405.413.392
21/02/2013 18:00,MALDONADO,HIPODROMO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,79,M,0,AUTO,RUTA 39 km. 12,68.814.326.685.284,614.422.666.407.445
24/02/2013 03:03,CANELONES,LAS PIEDRAS,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,28,M,1,,GENERAL ARTIGAS esq. FRANCISCA ASNAR DE ARTIGAS,57.298.802.475.117,615.705.992.062.259
24/02/2013 08:00,SALTO,SALTO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,50,M,0,CAMIONETA,AVENIDA LUIS BATLLE BERRES esq. AVENIDA GARIBALDI,41.051.931.464.647,65.304.010.003.594
24/02/2013 19:00,SALTO,SALTO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,20,M,0,CAMION,AVENIDA PARAGUAY esq. AVENIDA E. GAUTRON,411.714.878.235,652.793.120.896.352
25/02/2013 18:40,PAYSANDU,PAYSANDU,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,13,M,1,CAMION,AVENIDA SORIANO esq. PROYECTADA NOVENTA Y SIETE,40.056.194.500.195,642.256.671.380.263
27/02/2013 09:40,RIO NEGRO,N/C,NACIONAL,CAIDA,MOTO,PASAJERO,64,M,5,,RUTA 3 km. 322,4.385.872.940.944,638.379.769.632.275
27/02/2013 17:20,ARTIGAS,ARTIGAS,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,89,M,4,MOTO,DIEGO LAMAS esq. 25 DE AGOSTO,55.063.914.012.753,663.623.413.999.819
1/3/2013 11:58,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,48,M,0,OMNIBUS,AVENIDA ITALIA esq. GENERAL NARINO,586.608.444.377,614.021.004.327.763
1/3/2013 19:20,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,25,M,1,CAMION,CORUNA esq. AGACES,57.776.267.777.389,614.109.132.907.742
1/3/2013 21:00,COLONIA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,74,M,0,AUTO,RUTA 21 km. 202,41.895.946.945.208,62.109.873.500.127
2/3/2013 18:20,FLORES,TRINIDAD,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,26,M,3,MOTO,INES DURAN esq. SARANDI,50.914.370.180.019,629.180.495.597.328
2/3/2013 23:10,CANELONES,N/C,NACIONAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,55,M,0,,RUTA 81 esq. CAMINO AL RINCON DE VIDAL,558.479.066.136,618.733.531.222.379
3/3/2013 10:00,SALTO,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,40,M,0,,RUTA 3 km. 507,4.217.954.745.332,653.658.825.893.135
3/3/2013 19:48,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,24,M,1,AUTO,AVELLANEDA esq. VEINTIUNO DE ABRIL,5.788.229.464.969,614.133.523.835.188
4/3/2013 10:15,TACUAREMBO,TACUAREMBO,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,65,M,0,AUTO,AV. OLIVER esq. HERREIRA Y REISSIG,59.492.183.136.816,649.140.768.903.944
5/3/2013 18:30,CANELONES,N/C,NACIONAL,CAIDA,MOTO,CONDUCTOR,35,M,0,,RUTA 7 km. 55,,
6/3/2013 12:55,CANELONES,EL PINAR,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,8,F,2,CAMIONETA,DIECIOCHO DE JULIO esq. MADRID,59.785.294.913.205,614.931.273.633.682
6/3/2013 20:50,CERRO LARGO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,25,M,0,CAMIONETA,RUTA 8 km. 413,76.705.795.471.125,642.859.237.744.643
7/3/2013 18:05,RIVERA,RIVERA,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,19,M,0,,CHASQUE DE LOS SANTOS esq. DIONISIO ORIBE,63.755.379.652.006,658.216.639.532.691
8/3/2013 6:45,SAN JOSE,N/C,NACIONAL,DESPISTE,AUTO,CONDUCTOR,42,M,0,,RUTA 1 km. 73,,
8/3/2013 10:00,CANELONES,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,10,F,0,AUTO,RUTA 64 esq. BALTASAR BRUM,56.572.994.211.752,617.889.267.935.882
9/3/2013 4:55,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,34,M,0,MOTO,PRIMERA AL NORTE esq. CAMINO CIBILS,56.660.375.533.705,614.324.785.989.489
10/3/2013 1:50,RIO NEGRO,N/C,NACIONAL,CAIDA,MOTO,CONDUCTOR,47,M,1,,RUTA 25 km. 44,46.198.008.215.133,640.836.834.067.519
10/3/2013 6:00,CANELONES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,52,M,0,AUTO,RUTA 64 km. 3,,
13/03/2013 17:00,ARTIGAS,N/C,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,CAMIONETA,PASAJERO,31,F,0,CAMIONETA,CAMINO VECINAL A TRES CERROS a 8 Km de RUTA 4,54.617.049.085.299,662.393.142.805.136
15/03/2013 13:30,ROCHA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,69,F,0,CAMION,RUTA 10 km. 271,,
16/03/2013 13:00,CANELONES,N/C,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,9,F,0,CAMIONETA,RUTA 101 km. 19,58.937.906.403.263,614.370.851.030.775
17/03/2013 22:40,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,34,M,28,AUTO,AVENIDA OCHO DE OCTUBRE esq. MARCOS SASTRE,57.919.285.916.427,614.229.635.577.421
18/03/2013 02:45,LAVALLEJA,N/C,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,42,M,0,,RUTA 8 km. 127,,
18/03/2013 03:05,SAN JOSE,SAN JOSE,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,MOTO,CONDUCTOR,44,M,2,,ANSINA Y 25 DE MAYO,52.625.761.253.032,620.068.376.050.997
18/03/2013 05:56,CANELONES,CIUDAD DE LA COSTA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,38,M,0,OMNIBUS,AVENIDA GIANNATTASIO ENTRE RACINE Y AVENIDA DE LA PALYA,59.018.930.616.613,614.219.642.663.377
18/03/2013 06:55,MALDONADO,SAN CARLOS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,19,M,0,AUTO,JACINTO MARIA ALVARIZA esq. CARLOS REYLES,69.019.771.313.052,614.786.814.164.218
19/03/2013 04:00,SAN JOSE,N/C,NACIONAL,CAIDA,MOTO,CONDUCTOR,42,M,1,,RUTA 1 km. 26,55.567.610.595.766,615.255.119.773.018
19/03/2013 18:15,PAYSANDU,PAYSANDU,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,28,M,24,MOTO,COLON esq. CIUDAD DE YOUNG,40.006.609.542.371,642.306.550.188.663
20/03/2013 11:35,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,32,M,7,OMNIBUS,AVENIDA GENERAL EUGENIO GARZON esq. CARVE,5.712.070.841.665,614.790.810.399.087
21/03/2013 05:00,TACUAREMBO,TACUAREMBO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,28,M,0,,CARLOS GARDEL esq. BENITO NARDONE,59.715.492.464.346,648.980.532.063.384
21/03/2013 06:30,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,82,M,1,MOTO,AVENIDA JOSE BELLONI esq. CAMINO CAPITAN TULA,57.863.025.497.894,61.464.357.929.376
21/03/2013 19:50,SALTO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,72,M,0,AUTO,RUTA 31 km. 49,,
22/03/2013 11:20,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,43,M,1,CAMION,BOULEVARD GENERAL ARTIGAS esq. URUGUAYANA,57.261.952.150.286,614.075.102.085.835
22/03/2013 17:00,ROCHA,ROCHA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,PASAJERO,2,M,0,CAMION,25 de MAYO  esq. BATLLE y ORDONEZ,74.492.183.136.816,618.158.130.897.002
23/03/2013 12:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,55,F,2,MOTO,AVENIDA DOCTOR CARLOS MARIA RAMIREZ esq. RIO DE JANEIRO,56.802.617.827.443,614.059.468.171.481
23/03/2013 13:15,PAYSANDU,N/C,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,17,F,0,,RUTA 3 km. 464,4.155.757.811.732,649.767.070.956.105
23/03/2013 13:15,PAYSANDU,N/C,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,9,F,0,,RUTA 3 km. 464,4.155.757.811.732,649.767.070.956.105
23/03/2013 13:15,PAYSANDU,N/C,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,59,F,0,,RUTA 3 km. 464,4.155.757.811.732,649.767.070.956.105
25/03/2013 00:45,CANELONES,N/C,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,41,M,0,,RUTA INTERBALNEARIA km. 37,,
