Fecha y hora,Departamento,Localidad,Jurisdiccion ,Tipo de Siniestro,Vehiculo,Rol,Edad,Sexo,Fallecido a los Dias,Otro vehiculo,Lugar del Siniestro,X,Y
14/02/2016 18:23,CANELONES,FORTIN DE SANTA ROSA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,23,M,1,AUTO,RUTA INTERBALNEARIA km. 41,,
14/02/2016 21:35,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,69,M,0,CAMIONETA,CUBA esq. PERU,5.677.013.737,61.400.343.778
17/02/2016 09:48,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,58,M,0,OMNIBUS,CAMINO CARMELO COLMAN esq. RUTA CESAR MAYO GUTIERREZ,5.709.307.981,61.491.438.254
17/02/2016 11:05,ARTIGAS,ARTIGAS,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,65,M,1,,WILSON FERREIRA ALDUNATE esq. MIGUEL BARREIRO,55.141.464.565.796,663.531.037.567.817
17/02/2016 23:10,SAN JOSE,CIUDAD DEL PLATA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,29,M,0,OMNIBUS,CEYLAN esq. AVENIDA DEL TIGRE,55.865.062.966.459,615.237.499.174.858
23/02/2016 15:00,ARTIGAS,ARTIGAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,16,F,1,CAMION,CIUDAD DE QUARAI esq. PARAGUAY,55.126.115.194.533,663.500.760.986.188
24/02/2016 13:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,85,M,4,AUTO,MARIA ORTICOCHEA esq. CAMINO CASTRO,5.729.901.721,61.432.740.605
27/02/2016 14:30,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,73,F,1,CAMIONETA,MARTIN GARCIA esq. ACEVEDO DIAZ,5.760.000.596.369,613.915.500.669.045
27/02/2016 15:45,FLORIDA,N/C,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,45,M,1,,RUTA 7 km. 196,665472.75,6290225.21
27/02/2016 17:50,MALDONADO,N/C,NACIONAL,DESPISTE,AUTO,CONDUCTOR,29,M,0,,RUTA 9 km. 174,,
28/02/2016 03:50,MALDONADO,MALDONADO,DEPARTAMENTAL,DESPISTE,AUTO,CONDUCTOR,38,M,0,,RUTA 39 km. 8,68.748.702.483.189,613.977.361.910.464
29/02/2016 06:00,CANELONES,SANTA LUCIA,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,79,F,1,CAMION,RUTA 46 km. 58,,
29/02/2016 10:40,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,80,M,0,CAMION,CAMINO MALDONADO esq. CARLOMAGNO,5.807.674.595,61.446.740.524
1/3/2016 0:50,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,53,M,0,CAMIONETA,JOSE LLUPES esq. FLEITAS,57.032.882.994.731,614.331.640.951.681
1/3/2016 18:51,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,77,F,14,MOTO,AVENIDA GENERAL SAN MARTIN esq. DOCTOR JOSE REVUELTA,5.753.724.759,61.424.817.609
2/3/2016 17:55,CANELONES,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,73,M,0,AUTO,RUTA 5 km. 40,,
2/3/2016 20:35,CANELONES,SALINAS,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,47,M,9,AUTO,RUTA 87 Nro. km 44,,
3/3/2016 17:10,SORIANO,MERCEDES,DEPARTAMENTAL,DESPISTE,MOTO,CONDUCTOR,20,F,8,,RUTA 2 esq. WILSON FERREIRA ALDUNATE,4.052.712.462,63.208.652.356
3/3/2016 21:16,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,54,M,0,MOTO,AVENIDA DE LAS INSTRUCCIONES esq. CAMINO LA ESPIGA,5.802.306.104,61.523.087.956
4/3/2016 13:15,MALDONADO,SAN CARLOS,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,64,M,3,MOTO,DOCTOR ANDRES CEBERIO esq. RINCON,69.008.238.675.176,614.767.882.076.318
4/3/2016 14:40,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,56,M,0,CAMION,URUGUAYANA esq. DOCE DE DICIEMBRE,57.275.945.288.121,614.065.434.268.922
5/3/2016 16:25,LAVALLEJA,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,8,F,1,,RUTA 12 km. 358.500,66.557.895.184.907,618.652.770.427.948
5/3/2016 16:25,LAVALLEJA,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,24,F,1,,RUTA 12 km. 358.500,66.557.895.184.907,618.652.770.427.948
6/3/2016 0:00,SAN JOSE,CIUDAD DEL PLATA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,36,F,1,CAMIONETA,RUTA 1 km 37,54.835.427.728.722,615.763.726.369.443
6/3/2016 19:57,CANELONES,SAN LUIS,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,29,M,0,CAMIONETA,RUTA INTERBALNEARIA km. 63,,
7/3/2016 9:10,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,52,M,1,MOTO,AVENIDA ITALIA esq. SANTANDER,5.798.426.213,61.391.668.006
7/3/2016 10:00,CANELONES,EL PINAR,NACIONAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,60,F,2,MOTO,RUTA INTERBALNEARIA km. 30,,
8/3/2016 12:17,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,25,M,23,AUTO,PROFESOR DOCTOR ALBERTO BARCIA esq. DIOGENES HEQUET,57.035.503.716.384,614.352.253.040.498
9/3/2016 0:30,TREINTA Y TRES,VERGARA,DEPARTAMENTAL,DESPISTE,MOTO,CONDUCTOR,55,M,0,,INDEPENDENCIA esq. LA ESTACION,78.713.674.002.131,635.061.600.120.607
9/3/2016 3:10,SAN JOSE,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,44,F,0,,RUTA 1 km. 90,504691.56,6190059.84
9/3/2016 11:10,SAN JOSE,TROPAS VIEJAS,NACIONAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,24,M,0,CAMION,RUTA 1 km. 35,54.847.889.628.646,615.758.064.274.785
10/3/2016 7:00,CANELONES,COLONIA NICOLICH,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,40,F,0,CAMIONETA,RUTA 102 km. 22,,
11/3/2016 16:50,PAYSANDU,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,47,M,0,AUTO,RUTA 3 km. 440,41.707.104.206.567,647.537.598.064.568
11/3/2016 16:50,PAYSANDU,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,81,F,0,AUTO,RUTA 3 km. 440,41.707.104.206.567,647.537.598.064.568
12/3/2016 11:30,SAN JOSE,CIUDAD DEL PLATA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,41,F,1,OMNIBUS,LOS CIPRESES esq. RUTA UNO VIEJA,55.359.420.487.126,615.439.461.876.642
12/3/2016 18:40,TREINTA Y TRES,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,49,M,1,AUTO,RUTA 17 km. 298.500,75.847.154.336.571,632.511.140.586.122
13/03/2016 17:30,SORIANO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,PASAJERO,71,M,13,CAMIONETA,RUTA 14 km. 8,412510.83,6321662.12
13/03/2016 19:38,CANELONES,BELLO HORIZONTE,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,29,M,0,AUTO,RUTA INTERBALNEARIA km. 56,,
17/03/2016 20:40,FLORIDA,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,68,M,0,CAMIONETA,RUTA 5 esq. RUTA 12,57.522.252.869.289,622.265.957.019.453
18/03/2016 12:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,74,M,0,AUTO,MONZONI esq. JUAN AGAZZI,5.826.542.793,61.412.096.804
21/03/2016 15:50,TREINTA Y TRES,VERGARA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,51,F,0,CAMIONETA,RUTA 18 km. 320,767139.11,6340360.1
21/03/2016 15:50,TREINTA Y TRES,VERGARA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,40,M,1,CAMIONETA,RUTA 18 km. 320,767139.11,6340360.1
22/03/2016 00:00,CANELONES,N/C,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,52,M,0,CAMIONETA,RUTA 6 km. 42,,
22/03/2016 21:30,COLONIA,COLONIA VALDENSE,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,59,M,0,AUTO,RUTA 1 km. 124,,
25/03/2016 07:00,RIO NEGRO,YOUNG,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,21,M,1,,ASENCIO esq. GENERAL FRUCTUOSO RIVERA,44.079.064.730.133,638.106.106.454.558
25/03/2016 10:45,CANELONES,PANDO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,76,M,0,AUTO,RUTA 8 km. 48.500 esq. AVENIDA JOSE PEDRO VARELA,5.954.794.675,61.572.125.368
26/03/2016 01:10,SAN JOSE,SANTA LUCIA,NACIONAL,DESPISTE,AUTO,CONDUCTOR,52,M,0,,RUTA 11 km. 80,55.227.671.851.478,618.856.054.461.142
26/03/2016 01:10,SAN JOSE,SANTA LUCIA,NACIONAL,DESPISTE,AUTO,PASAJERO,81,M,0,,RUTA 11 km. 80,55.227.671.851.478,618.856.054.461.142
26/03/2016 12:15,TACUAREMBO,N/C,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,67,M,0,,RUTA 31 km. 200,5.817.504.538.111,649.708.555.421.774
26/03/2016 12:15,TACUAREMBO,N/C,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,58,F,0,,RUTA 31 km. 200,5.817.504.538.111,649.708.555.421.774
27/03/2016 20:10,SALTO,SALTO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,64,F,1,OMNIBUS,AGRACIADA esq. AVENIDA BLANDENGUES,4.101.002.616,65.272.011.532
28/03/2016 12:05,COLONIA,NUEVA HELVECIA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,55,M,1,CAMIONETA,CARLOS CUNIER esq. UTE 14 (barrio Muglini),47.951.299.638.383,620.630.534.800.143
28/03/2016 15:50,CANELONES,AEROPUERTO DE CARRASCO,NACIONAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,51,M,6,AUTO,RUTA 101 km.19,,
28/03/2016 17:00,PAYSANDU,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,54,M,0,CAMION,RUTA 26 km. 53,4.363.716.581.591,645.352.564.800.786
28/03/2016 17:00,PAYSANDU,N/C,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,53,F,0,CAMION,RUTA 26 km. 53,4.363.716.581.591,645.352.564.800.786
31/03/2016 14:45,SAN JOSE,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,20,M,0,CAMIONETA,RUTA 11 km. 78,,
1/4/2016 10:40,TACUAREMBO,TACUAREMBO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,40,M,0,CAMION,RUTA 26 km 229,,
1/4/2016 19:05,CANELONES,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,14,M,0,CAMIONETA,RUTA 5 km. 49,,
2/4/2016 10:00,LAVALLEJA,MINAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,24,M,0,CAMIONETA,CALLE 42 esq. No encontrada,66.086.988.826.428,619.463.243.715.561
3/4/2016 5:40,SALTO,SALTO,DEPARTAMENTAL,DESPISTE,MOTO,CONDUCTOR,29,M,0,,AVENIDA MANUEL ORIBE esq. OFICIAL DOS,4.110.856.981,65.272.223.543
4/4/2016 8:30,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,25,M,0,CAMION,AVENIDA GENERAL FLORES esq. HUM,5.768.207.737,61.431.171.695
5/4/2016 8:10,CANELONES,PANDO,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,57,F,1,CAMIONETA,RUTA 8 km. 25,59.050.486.836.757,615.324.490.646.388
7/4/2016 17:27,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,40,M,0,AUTO,Av. ISLAS CANARIAS esq. Av. Gral. EUGENIO GARZON,5.711.421.911,61.440.793.972
8/4/2016 6:15,CANELONES,COLONIA LAMAS,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,24,M,0,CAMION,RUTA INTERBALNEARIA km. 23,59.100.730.107.263,614.554.593.095.585
8/4/2016 13:30,CANELONES,CIUDAD DE LA COSTA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,87,M,0,CAMIONETA,CAMINO CARRASCO esq. GARCIA LAGOS,58.635.744.811.806,614.176.065.686.673
9/4/2016 17:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,26,M,0,CAMION,POMPEYO esq. CAMINO CORONEL RAIZ,5.730.763.262,61.451.714.244
11/4/2016 13:44,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,86,F,0,OMNIBUS,JUAN JACKSON esq. AVENIDA GONZALO RAMIREZ,57.557.592.422.524,613.642.456.309.422
12/4/2016 14:05,MALDONADO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,21,F,1,MOTO,RUTA 39,68.735.393.914.905,613.947.146.433.366
13/04/2016 22:20,CANELONES,COLONIA NICOLICH,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,21,F,0,AUTO,RUTA 101 km. 20,,
15/04/2016 06:55,LAVALLEJA,MINAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,64,M,2,AUTO,WASHINGTON BELTRAN esq. CLAUDIO WILLIMAN,66.187.491.206.922,619.497.094.631.014
15/04/2016 22:30,ROCHA,N/C,NACIONAL,DESPISTE,AUTO,CONDUCTOR,53,F,0,,RUTA 15 km. 23,749842.18,6176983.05
16/04/2016 05:55,CANELONES,COLONIA NICOLICH,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,46,M,0,AUTO,RUTA 101 km. 20,,
17/04/2016 07:35,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,23,M,0,OMNIBUS,DOCTOR JUAN PAULLIER esq. DANIEL MUNOZ,57.584.384.680.922,613.816.968.316.072
19/04/2016 19:15,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,72,M,5,CAMIONETA,CMNO. CAPITAN CORALIO LACOSTA esq. AVENIDA JOSE BELLONI,57.883.365.675.206,614.756.610.712.822
20/04/2016 09:12,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,47,M,30,,AVENIDA LUIS BATLLE BERRES esq. CAMINO CIBILS,5.661.199.922,61.451.036.725
21/04/2016 06:40,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,59,M,0,CAMION,AVENIDA GENERAL SAN MARTIN esq. CAMINO DOMINGO ARENA,5.759.922.347,61.465.186.761
21/04/2016 11:25,FLORES,TRINIDAD,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,26,M,0,CAMION,HECTOR GUTIERREZ RUIZ esq. VEINTICINCO DE AGOSTO,5.086.343.098,62.915.349.791
23/04/2016 23:00,PAYSANDU,PAYSANDU,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,50,F,1,CAMIONETA,REPUBLICA ARGENTINA esq. ENRIQUE CHAPLIN,40.031.226.260.543,642.347.210.089.482
24/04/2016 02:45,COLONIA,JUAN LACAZE,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,16,M,0,,TABARE esq. SENAQUE,4.603.685.948,61.892.869.787
25/04/2016 05:51,CANELONES,LA PAZ,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,50,F,0,AUTO,CAMINO ALDABALDE esq. CALLE 17 METROS,5.700.689.251,61.538.920.917
25/04/2016 05:51,CANELONES,LA PAZ,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,52,M,0,AUTO,CAMINO ALDABALDE esq. CALLE 17 METROS,5.700.689.251,61.538.920.917
26/04/2016 19:50,ARTIGAS,TOMAS GOMENSORO,NACIONAL,CAIDA,MOTO,CONDUCTOR,18,M,0,,RUTA 30 km 22,,
1/5/2016 15:09,MONTEVIDEO,MONTEVIDEO,NACIONAL,CAIDA,MOTO,PASAJERO,34,F,4,,AVENIDA DE LAS INSTRUCCIONES ESQ. CMNO. CARLOS LINNEO,5.786.680.101,61.504.806.528
2/5/2016 18:30,SORIANO,N/C,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,CONDUCTOR,65,M,0,CAMION,RUTA 21 km. 334,,
3/5/2016 12:10,COLONIA,TARARIRAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,17,M,1,AUTO,GENERAL JUAN ANTONIO LAVALLEJA esq. GENERAL JOSE G. ARTIGAS,4.434.931.352,62.079.179.495
3/5/2016 13:20,FLORES,N/C,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,51,M,0,,RUTA 3 km. 180,,
7/5/2016 4:30,SAN JOSE,PUNTAS DE VALDEZ,NACIONAL,CAIDA,MOTO,CONDUCTOR,57,F,5,,RUTA 1 Km 60,,
7/5/2016 23:02,FLORIDA,25 DE AGOSTO,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,63,F,1,,RUTA 77 km. 4,,
8/5/2016 18:45,DURAZNO,CENTENARIO,NACIONAL,ATROPELLO DE ANIMALES,MOTO,CONDUCTOR,19,M,0,,RUTA 5 km. 246,,
9/5/2016 2:05,MALDONADO,PUNTA DEL ESTE,NACIONAL,DESPISTE,AUTO,PASAJERO,24,M,0,,RUTA 10 esq. PERSEO RAMBLA WILLIMAN PARADA 33 PLAYA MANSA,68.378.334.205.379,613.481.725.456.183
9/5/2016 11:30,MALDONADO,N/C,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,66,M,1,,RUTA 9 km. 152,,
10/5/2016 15:30,CANELONES,PROGRESO,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,21,M,2,CAMION,RUTA 67 km. 25,,
10/5/2016 21:30,TREINTA Y TRES,TREINTA Y TRES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,33,F,0,CAMION,CUATRO DE OCTUBRE esq. RUTA 17,7.466.051.234,63.221.360.196
11/5/2016 6:20,MONTEVIDEO,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,54,M,0,OMNIBUS,RUTA 1 km. 10,,
12/5/2016 0:50,TACUAREMBO,TACUAREMBO,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,37,M,0,CAMION,RUTA 5 km. 382,,
12/5/2016 21:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,35,F,1,AUTO,BLANDENGUES esq. DOCTOR JOSE TERRA,5.747.239.304,61.395.507.343
13/05/2016 16:15,CANELONES,N/C,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,26,M,0,CAMION,CAMINO LOS AROMOS,59.023.971.746.654,615.045.733.584.199
14/05/2016 20:40,TACUAREMBO,TACUAREMBO,DEPARTAMENTAL,DESPISTE,MOTO,CONDUCTOR,48,M,1,,TABARE esq. INTENDENTE OLIVER,5.943.951.788,64.915.556.822
15/05/2016 01:13,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,DESPISTE,AUTO,CONDUCTOR,57,M,1,,COLONIA esq. RIO NEGRO,5.736.628.971,61.371.863.474
15/05/2016 08:55,TACUAREMBO,N/C,NACIONAL,DESPISTE,AUTO,PASAJERO,84,F,1,,RUTA 5 km. 345,586092.8,6450549.29
15/05/2016 18:30,RIO NEGRO,N/C,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,79,M,1,MOTO,CAMINO BATLLE Y ORDONEZ,37.560.210.353.994,633.157.028.193.039
16/05/2016 16:00,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,72,M,5,MOTO,AVENIDA INGENIERO FEDERICO CAPURRO esq. CAMINO CIBILS,5.669.829.622,61.408.733.544
18/05/2016 00:00,PAYSANDU,PUNTAS DE ARROYO NEGRO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,17,M,3,MOTO,Camino Arroyo Negro y Canada del Horno,44.693.580.585.872,640.628.347.249.427
18/05/2016 14:15,CERRO LARGO,MELO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,82,F,2,AUTO,F. MATA esq. DOCTOR LUIS ALBERTO DE HERRERA,7.668.035.278,64.150.230.576
19/05/2016 07:50,CANELONES,LA PAZ,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,CAMIONETA,CONDUCTOR,72,M,1,TREN,DEL COMERCIO esq. DOCTOR LUIS ALBERTO DE HERRERA,5.712.295.883,61.546.806.684
20/05/2016 19:30,COLONIA,ARTILLEROS,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,CONDUCTOR,62,F,0,AUTO,RUTA 1 km. 151,,
20/05/2016 19:30,COLONIA,ARTILLEROS,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,PASAJERO,63,M,0,AUTO,RUTA 1 km. 151,,
23/05/2016 00:34,SORIANO,CARDONA,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,19,M,0,MOTO,RUTA 12 km. 95,,
23/05/2016 00:34,SORIANO,CARDONA,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,38,M,0,MOTO,RUTA 12 km. 95,,
24/05/2016 06:00,CANELONES,SALINAS,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,30,M,0,OMNIBUS,RUTA INTERBALNEARIA Nro. KM 39100 esq. No encontrada,6.063.155.605.225,615.134.774.965.768
24/05/2016 17:45,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,16,M,7,CAMION,VEINTE DE FEBRERO esq. ISIDORO LARRAYA,5.797.326.334,61.408.172.702
25/05/2016 07:00,RIO NEGRO,N/C,DEPARTAMENTAL,ATROPELLO DE ANIMALES,MOTO,CONDUCTOR,17,M,1,,Caminos Internos de la Colonia Tomas Berreta,38.075.117.008.807,632.519.910.252.136
25/05/2016 17:25,SORIANO,N/C,DEPARTAMENTAL,DESPISTE,MOTO,CONDUCTOR,45,M,0,,Camino Paraje Cuchilla del Perdido,47.287.401.268.986,626.581.857.749.975
26/05/2016 11:50,SALTO,SALTO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,82,M,1,MOTO,AVENIDA ENRIQUE AMORIN esq. JOSE RAFFO,410.337.403,65.280.493.775
26/05/2016 18:32,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,56,F,0,AUTO,Cesar Mayo Gutierrez esq. Fernando Menck,5.709.579.162,61.497.624.873
29/05/2016 06:15,TACUAREMBO,TACUAREMBO,DEPARTAMENTAL,COLISION CON OBSTACULO EN CALZADA,MOTO,PASAJERO,32,M,5,,GENERAL MANUEL ORIBE esq. ITUZAINGO,5.961.036.407,64.914.297.387
29/05/2016 21:55,SAN JOSE,SAN JOSE,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,21,M,1,CAMIONETA,MANUEL D RODRIGUEZ esq. CEBOLLATI,5.270.356.118,62.011.923.547
31/05/2016 13:30,LAVALLEJA,MINAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,70,M,1,OMNIBUS,JOAQUIN SUAREZ esq. AVENIDA GARIBALDI,66.271.027.959.212,619.505.191.336.936
31/05/2016 14:50,SALTO,SALTO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,42,M,5,AUTO,ACCESOS A RUTA 3,415958.85,6527675.6
1/6/2016 7:10,CERRO LARGO,MELO,NACIONAL,ATROPELLO DE ANIMALES,MOTO,CONDUCTOR,23,M,1,,RUTA 7 km. 3,,
1/6/2016 16:50,COLONIA,COLONIA DEL SACRAMENTO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,82,M,4,CAMIONETA,RUTA 1 km. 171,,
2/6/2016 20:50,CANELONES,COLONIA NICOLICH,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,21,M,0,CAMIONETA,RUTA 101 km. 27,,
4/6/2016 3:15,PAYSANDU,PAYSANDU,DEPARTAMENTAL,CAIDA,MOTO,PASAJERO,20,F,0,,ANDRESITO esq. CORONEL FELIPE ARGENTO,3.997.998.149,64.253.703.342
5/6/2016 2:20,TACUAREMBO,VALLE EDEN,NACIONAL,DESPISTE,AUTO,CONDUCTOR,26,M,1,,RUTA 26 km. 208,,
5/6/2016 19:30,CANELONES,CANELONES,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,84,M,0,AUTO,RUTA 11 km. 108,,
6/6/2016 13:35,SAN JOSE,SAN JOSE,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,50,M,0,,RUTA 3 km. 82,,
9/6/2016 6:53,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,58,M,0,MOTO,BOULEVARD APARICIO SARAVIA esq. LEONARDO DA VINCI,581.925.623,61.464.956.334
9/6/2016 11:20,MONTEVIDEO,MONTEVIDEO,DEPARTAMENTAL,DESPISTE,MOTO,CONDUCTOR,33,M,0,,RAMBLA REPUBLICA DE CHILE esq. AVENIDA TOMAS BASANEZ,5.799.356.363,61.371.646.544
